"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Prachin Buri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"Prachuap Khiri Khan",0,0,0,0,0,0,0,0,2,1,3,1,0,1,0,0,0,2017
"Ranong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"Ratchaburi",0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2017
"Rayong",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
"Roi Et",0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2017
"Sa Kaeo",0,0,0,0,0,0,0,0,1,3,1,0,1,1,0,0,0,2017
"Sakon Nakhon",0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,2017
"Samut Prakan",0,0,0,0,0,0,0,0,1,8,8,1,1,0,1,0,0,2017
"Samut Sakhon",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2017
"Samut Songkhram",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
"Saraburi",0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2017
"Satun",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2017
"Si Sa Ket",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"Sing Buri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"Songkhla",0,2,2,1,3,1,2,1,13,15,6,4,4,3,0,0,0,2017
"Sukhothai",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
"Suphan Buri",0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,2017
"Surat Thani",0,0,0,0,1,1,1,0,5,3,12,4,4,1,0,0,0,2017
"Surin",0,0,0,0,0,0,1,1,4,7,1,3,1,0,0,0,0,2017
"Tak",0,0,0,1,0,0,1,0,0,1,1,2,3,1,0,0,0,2017
"Trang",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2017
"Trat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"Ubon Ratchathani",0,0,0,1,1,0,2,0,2,6,5,4,1,0,1,0,0,2017
"Udon Thani",0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,0,2017
"Uthai Thani",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
"Uttaradit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"Yala",0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,0,2017
"Yasothon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
