"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Phatthalung",0,0,0,0,0,1,0,0,1,2,3,0,1,0,1,0,0,2018
"Phayao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
"Phetchabun",0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,2018
"Phetchaburi",0,0,0,0,0,0,0,0,1,3,1,2,0,2,0,0,0,2018
"Phichit",0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,2018
"Phitsanulok",0,0,0,0,0,0,0,0,1,1,4,0,3,0,0,0,0,2018
"Phrae",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018
"Phuket",0,1,0,0,0,0,0,0,2,2,1,3,1,0,0,0,0,2018
"Prachin Buri",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2018
"Prachuap Khiri Khan",0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,2018
"Ranong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
"Ratchaburi",0,0,0,0,0,0,1,1,0,7,8,7,1,4,0,1,0,2018
"Rayong",0,0,0,0,0,0,0,0,1,1,3,1,2,0,1,0,0,2018
"Roi Et",0,0,0,1,0,0,0,0,6,6,2,5,1,1,0,0,0,2018
"Sa Kaeo",0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2018
"Sakon Nakhon",0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,2018
"Samut Prakan",0,0,0,0,1,0,0,0,3,11,15,5,3,2,2,1,0,2018
"Samut Sakhon",0,0,0,0,0,0,0,0,1,0,5,0,1,0,1,0,0,2018
"Samut Songkhram",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2018
"Saraburi",0,0,0,0,0,0,1,0,1,4,2,1,0,3,1,0,0,2018
"Satun",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018
"Si Sa Ket",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2018
"Sing Buri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
"Songkhla",0,2,0,0,0,0,0,2,6,4,3,0,0,1,0,0,0,2018
"Sukhothai",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2018
"Suphan Buri",0,1,0,0,0,0,0,0,0,2,3,3,1,1,0,0,0,2018
"Surat Thani",0,0,0,0,0,0,0,1,5,7,12,5,1,0,1,0,0,2018
"Surin",0,0,0,0,0,0,3,4,8,10,11,1,1,0,1,0,0,2018
"Tak",0,0,0,0,0,1,2,0,2,2,8,1,5,3,1,3,0,2018
"Trang",0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,2018
"Trat",0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2018
"Ubon Ratchathani",0,0,0,1,1,2,2,4,4,12,6,2,3,0,1,0,0,2018
"Udon Thani",0,0,0,0,0,0,0,0,1,1,3,2,1,0,0,0,0,2018
"Uthai Thani",0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2018
"Uttaradit",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018
"Yala",0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,2018
"Yasothon",0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2018
