"area","year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","total"
"Narathiwat",2015,21,27,27,15,15,18,59,60,63,103,89,72,569
"Narathiwat",2016,62,33,32,19,17,16,80,134,133,182,223,203,1134
"Narathiwat",2017,181,130,74,43,65,55,37,26,19,25,17,22,694
"Narathiwat",2018,15,7,12,10,16,11,15,48,48,101,73,63,419
"Narathiwat",2019,76,62,74,49,60,138,219,223,129,183,150,78,1441
"Narathiwat",2020,64,40,16,6,9,19,75,70,52,30,26,17,424
"Nong Bua Lam Phu",2011,0,0,3,2,10,18,12,10,2,0,0,0,57
"Nong Bua Lam Phu",2012,0,3,2,3,14,20,40,12,18,6,12,10,140
"Nong Bua Lam Phu",2013,17,23,69,72,109,181,151,60,16,5,0,0,703
"Nong Bua Lam Phu",2014,0,0,1,1,1,1,2,5,3,2,1,2,19
"Nong Bua Lam Phu",2015,0,0,0,0,8,19,16,15,17,16,8,8,107
"Nong Bua Lam Phu",2016,8,4,6,5,1,13,14,35,13,7,1,0,107
"Nong Bua Lam Phu",2017,1,1,0,7,6,5,15,13,5,5,1,1,60
"Nong Bua Lam Phu",2018,0,0,0,4,15,49,35,30,12,7,18,13,183
"Nong Bua Lam Phu",2019,5,2,9,7,22,32,42,23,17,9,14,5,187
"Nong Bua Lam Phu",2020,5,3,7,8,15,33,50,12,8,1,0,0,142
"Nong Khai",2011,3,1,0,1,2,14,19,7,14,1,0,0,62
"Nong Khai",2012,1,0,1,2,8,12,21,9,5,7,12,8,86
"Nong Khai",2013,13,6,9,12,43,79,125,66,25,5,4,0,387
"Nong Khai",2014,1,5,8,2,6,18,24,17,5,2,5,4,97
"Nong Khai",2015,0,1,8,6,26,26,35,80,89,73,46,18,408
"Nong Khai",2016,7,3,9,2,6,5,14,12,5,2,5,2,72
"Nong Khai",2017,4,3,2,3,5,10,13,8,5,3,0,1,57
"Nong Khai",2018,0,0,0,2,3,22,11,10,3,2,2,4,59
"Nong Khai",2019,6,1,8,19,27,43,36,26,16,13,9,1,205
"Nong Khai",2020,2,1,3,4,13,29,25,13,4,3,2,4,103
"Nonthaburi",2011,29,21,21,31,85,122,121,109,64,47,46,19,715
"Nonthaburi",2012,17,11,8,10,9,15,23,57,65,56,57,73,401
"Nonthaburi",2013,57,47,53,27,25,34,58,112,93,76,53,42,677
"Nonthaburi",2014,16,9,18,10,13,5,6,21,34,30,36,31,229
"Nonthaburi",2015,16,16,20,13,21,37,48,64,90,131,283,128,867
"Nonthaburi",2016,53,18,10,14,8,7,19,24,27,29,15,16,240
"Nonthaburi",2017,15,13,5,5,22,46,64,91,76,62,80,69,548
"Nonthaburi",2018,29,21,26,63,88,184,235,163,75,84,130,69,1167
