"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Ratchaburi",0,1,5,4,7,6,12,16,44,98,93,46,26,12,13,7,0,2017
"Rayong",0,2,5,4,4,5,4,10,27,51,86,74,49,13,8,5,0,2017
"Roi Et",0,1,0,3,8,13,9,14,68,111,84,28,20,10,9,12,0,2017
"Sa Kaeo",0,2,2,4,7,15,17,19,51,89,69,24,13,10,5,5,0,2017
"Sakon Nakhon",0,0,0,0,2,6,4,6,13,45,30,11,8,2,2,6,0,2017
"Samut Prakan",0,4,5,5,6,5,12,14,42,98,112,39,35,22,17,11,0,2017
"Samut Sakhon",0,12,14,10,18,15,19,21,70,116,76,56,37,21,7,9,0,2017
"Samut Songkhram",0,2,0,0,2,2,3,1,11,25,39,17,9,3,2,2,0,2017
"Saraburi",0,0,4,2,7,4,6,2,16,26,36,17,13,14,7,2,0,2017
"Satun",0,0,1,1,1,1,0,3,3,6,14,5,2,2,1,0,0,2017
"Si Sa Ket",0,3,2,7,12,13,14,18,63,124,143,32,22,32,26,14,0,2017
"Sing Buri",0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,2017
"Songkhla",0,17,28,34,30,46,51,39,155,245,227,126,48,29,21,16,0,2017
"Sukhothai",0,0,1,1,1,3,5,7,18,47,26,19,8,4,7,1,0,2017
"Suphan Buri",0,2,1,8,2,11,11,4,47,75,76,39,19,10,8,2,0,2017
"Surat Thani",0,8,11,16,23,30,36,22,103,178,266,137,58,15,6,3,0,2017
"Surin",0,5,6,13,13,25,33,30,127,303,187,59,33,30,24,20,0,2017
"Tak",0,9,8,5,14,15,19,20,76,178,239,143,81,50,31,11,0,2017
"Trang",0,1,0,0,0,1,2,1,3,27,30,16,10,5,4,2,0,2017
"Trat",0,1,0,1,1,2,0,2,9,12,12,9,12,3,3,2,0,2017
"Ubon Ratchathani",0,5,9,7,15,9,9,28,55,117,114,56,33,32,23,16,0,2017
"Udon Thani",0,1,1,2,0,1,3,9,21,30,30,13,6,5,4,1,0,2017
"Uthai Thani",0,0,0,2,3,6,0,5,4,17,19,7,4,5,5,4,0,2017
"Uttaradit",0,0,0,0,0,0,0,3,9,32,67,31,20,24,17,7,0,2017
"Yala",0,2,3,2,7,8,8,3,23,28,35,18,12,7,3,1,0,2017
"Yasothon",0,3,2,1,2,1,5,6,12,25,34,11,14,8,12,5,0,2017
