"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Maha Sarakham",0,4,6,5,20,29,31,47,161,249,159,42,8,12,4,4,0,2019
"Mukdahan",0,3,4,4,4,13,19,23,92,194,151,61,30,23,7,6,0,2019
"Nakhon Nayok",0,3,0,1,2,4,8,5,34,54,80,44,22,10,10,7,0,2019
"Nakhon Pathom",0,17,17,32,22,29,32,47,141,313,355,170,113,63,50,30,0,2019
"Nakhon Phanom",0,4,1,3,10,17,20,25,90,221,150,63,52,23,18,9,0,2019
"Nakhon Ratchasima",3,89,92,112,154,189,268,334,1139,1954,1589,595,273,155,100,90,0,2019
"Nakhon Sawan",1,10,22,12,30,26,25,37,132,263,235,120,44,39,26,13,0,2019
"Nakhon Si Thammarat",0,21,33,45,58,73,92,102,315,652,866,388,193,116,76,63,0,2019
"Nan",0,0,0,0,0,2,2,3,13,40,73,62,48,53,43,26,0,2019
"Narathiwat",0,3,9,4,7,8,18,20,63,113,146,113,56,30,18,13,0,2019
"Nong Bua Lam Phu",0,12,6,3,7,7,13,14,51,88,45,14,3,3,1,1,0,2019
"Nong Khai",0,7,2,2,2,9,9,22,63,129,149,65,32,19,10,8,0,2019
"Nonthaburi",0,5,3,8,15,9,11,12,56,104,180,131,73,60,51,19,0,2019
"P.Nakhon S.Ayutthaya",0,5,3,2,1,7,4,10,21,69,99,38,21,20,11,6,0,2019
"Pathum Thani",0,2,5,7,3,9,6,13,38,85,90,40,13,11,10,5,0,2019
"Pattani",0,9,2,12,10,14,22,24,80,110,139,59,28,23,18,13,0,2019
"Phangnga",0,6,15,9,15,18,26,25,70,108,132,67,51,43,22,15,0,2019
"Phatthalung",0,6,3,7,9,15,10,23,54,105,89,36,25,7,16,4,0,2019
"Phayao",0,4,2,4,1,2,1,2,21,40,44,49,25,43,40,31,0,2019
"Phetchabun",0,3,9,8,7,28,21,26,110,245,138,53,20,21,13,8,0,2019
"Phetchaburi",0,15,17,17,16,15,17,24,85,102,139,94,47,24,19,17,0,2019
"Phichit",0,0,5,2,4,4,8,6,31,44,60,21,13,11,3,0,0,2019
"Phitsanulok",0,8,4,3,6,6,8,10,51,87,146,75,37,17,20,8,0,2019
"Phrae",0,1,1,0,1,3,1,1,25,58,73,64,40,33,44,12,0,2019
"Phuket",0,3,2,0,5,2,5,2,9,39,53,50,32,16,6,13,0,2019
"Prachin Buri",0,15,4,10,14,18,17,37,117,220,248,157,68,30,20,15,0,2019
"Prachuap Khiri Khan",0,1,3,2,4,1,5,5,31,52,85,46,19,15,5,1,0,2019
"Ranong",0,1,2,2,1,4,5,10,15,28,48,22,18,6,9,2,0,2019
"Ratchaburi",0,16,9,10,19,12,36,49,173,345,365,174,65,62,37,21,0,2019
"Rayong",0,12,17,26,15,12,19,44,160,284,503,349,194,102,39,23,0,2019
"Roi Et",0,10,11,11,30,48,67,122,365,653,546,146,81,38,23,17,0,2019
"Sa Kaeo",0,9,8,16,17,24,30,55,164,332,247,78,42,14,19,7,0,2019
"Sakon Nakhon",0,0,1,2,4,13,10,15,60,121,113,32,15,5,5,4,0,2019
"Samut Prakan",0,6,12,13,9,10,21,34,76,180,200,66,43,32,32,17,0,2019
"Samut Sakhon",1,21,24,27,14,28,23,37,92,171,203,105,62,49,36,24,0,2019
"Samut Songkhram",0,2,0,1,1,2,1,3,10,31,52,47,17,12,11,6,0,2019
"Saraburi",0,1,2,9,10,10,13,27,72,152,108,64,25,13,8,5,0,2019
"Satun",0,1,0,0,0,5,1,4,13,22,24,9,3,0,1,1,0,2019
"Si Sa Ket",1,12,9,18,36,43,62,82,331,581,504,134,56,41,37,27,0,2019
"Sing Buri",0,1,0,1,1,5,1,4,25,56,25,17,5,4,1,1,0,2019
"Songkhla",0,17,27,34,30,36,57,63,233,405,374,195,90,66,36,28,0,2019
"Sukhothai",0,0,3,5,7,8,14,17,58,110,98,48,26,17,13,11,0,2019
"Suphan Buri",1,2,2,5,4,7,8,8,33,78,69,43,26,9,5,8,0,2019
"Surat Thani",0,2,6,4,7,12,25,18,50,85,140,66,35,20,9,7,0,2019
"Surin",0,15,16,30,48,86,116,178,522,933,431,116,61,47,31,26,0,2019
"Tak",0,5,3,4,14,16,7,23,85,170,215,152,98,69,50,25,0,2019
"Trang",0,2,0,2,3,5,4,7,25,55,95,33,28,13,12,6,0,2019
"Trat",0,4,3,5,7,9,21,11,58,94,108,91,43,20,15,6,0,2019
"Ubon Ratchathani",1,75,74,102,123,178,245,264,991,1666,1209,441,249,196,137,122,0,2019
"Udon Thani",0,11,8,15,27,34,33,48,189,336,293,82,45,18,18,10,0,2019
"Uthai Thani",0,1,2,4,1,5,5,11,43,106,104,53,12,15,10,3,0,2019
"Uttaradit",0,0,1,4,4,6,7,14,58,134,156,71,30,26,18,10,0,2019
"Yala",0,8,9,10,13,22,23,31,100,167,223,137,72,49,30,20,0,2019
"Yasothon",0,5,3,4,8,14,18,23,88,135,153,31,15,15,9,3,0,2019
