"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Sing Buri",0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,2012
"Songkhla",0,15,15,28,32,35,46,51,179,269,280,140,58,35,24,15,2,2012
"Sukhothai",0,0,4,4,3,5,7,12,43,77,46,13,4,4,6,2,0,2012
"Suphan Buri",0,2,0,4,5,5,8,13,30,59,69,35,10,8,4,1,0,2012
"Surat Thani",0,7,10,14,19,23,27,45,105,246,303,143,52,26,11,4,0,2012
"Surin",0,10,16,23,58,64,69,102,305,539,252,53,24,14,12,7,0,2012
"Tak",1,2,2,5,9,3,11,17,51,121,131,50,26,14,9,4,0,2012
"Trang",0,4,1,2,3,2,3,3,23,57,32,16,8,1,3,1,1,2012
"Trat",0,6,2,6,2,7,5,5,29,46,76,40,16,11,9,4,0,2012
"Ubon Ratchathani",0,2,3,9,6,6,12,11,64,118,88,18,11,9,3,4,0,2012
"Udon Thani",0,1,1,3,2,2,6,4,23,45,33,9,4,2,2,0,0,2012
"Uthai Thani",0,3,2,6,3,3,4,7,25,64,76,29,11,3,2,0,0,2012
"Uttaradit",0,0,0,1,3,2,6,3,37,73,106,23,12,5,5,2,0,2012
"Yala",0,1,1,4,4,3,0,6,23,48,55,42,26,5,4,0,0,2012
"Yasothon",0,0,0,4,3,2,7,6,20,55,40,7,7,4,1,0,0,2012
