"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Phichit",0,4,14,17,18,24,16,23,100,240,258,100,55,47,23,19,0,2011
"Phitsanulok",0,0,3,2,10,8,11,17,66,127,163,63,34,28,13,1,0,2011
"Phrae",0,1,0,0,1,0,0,1,3,19,22,5,6,1,4,1,0,2011
"Phuket",0,0,0,0,2,1,1,1,2,1,13,18,8,7,1,0,0,2011
"Prachin Buri",0,2,4,4,11,7,12,13,60,125,179,77,39,16,6,8,0,2011
"Prachuap Khiri Khan",0,3,6,7,6,9,8,10,49,91,119,60,17,7,8,4,0,2011
"Ranong",0,0,0,0,0,0,3,1,4,14,9,9,3,0,2,2,0,2011
"Ratchaburi",0,8,5,11,16,25,32,31,168,247,232,104,40,29,7,10,0,2011
"Rayong",0,7,8,14,14,17,14,26,75,105,211,126,50,19,13,5,0,2011
"Roi Et",0,3,3,5,10,14,30,30,124,265,139,23,10,3,2,2,0,2011
"Sa Kaeo",0,2,2,4,10,10,23,20,57,115,77,18,15,7,8,3,0,2011
"Sakon Nakhon",0,1,0,1,2,2,2,1,8,18,14,2,3,2,1,0,0,2011
"Samut Prakan",0,10,3,14,25,15,14,22,92,176,181,82,34,30,14,10,0,2011
"Samut Sakhon",0,8,8,16,8,18,16,17,60,119,134,67,47,25,11,5,0,2011
"Samut Songkhram",0,0,0,0,4,4,5,3,11,49,145,63,32,16,7,4,0,2011
"Saraburi",0,4,2,4,7,8,6,12,37,86,57,18,15,7,0,1,0,2011
"Satun",0,4,1,4,5,8,3,11,27,37,37,9,10,2,1,1,0,2011
"Si Sa Ket",0,5,8,24,23,34,58,55,193,412,328,70,51,26,19,7,0,2011
"Sing Buri",0,0,0,0,0,0,0,0,1,1,4,1,1,0,0,0,0,2011
"Songkhla",0,2,6,11,17,16,14,14,60,105,116,45,23,18,10,5,0,2011
"Sukhothai",0,1,1,1,5,3,9,8,29,101,93,14,13,5,3,3,0,2011
"Suphan Buri",0,4,3,4,4,3,8,8,35,74,120,55,32,16,10,4,0,2011
"Surat Thani",0,1,2,2,2,3,7,4,32,79,87,41,10,4,3,2,0,2011
"Surin",0,10,9,21,26,39,48,70,244,470,233,69,43,27,15,15,0,2011
"Tak",0,3,4,5,12,5,11,7,38,82,78,41,31,13,8,7,0,2011
"Trang",0,0,2,1,3,2,3,1,8,25,10,7,2,2,1,1,0,2011
"Trat",0,4,4,3,3,3,2,7,29,58,92,41,31,16,13,8,0,2011
"Ubon Ratchathani",0,8,8,5,10,10,16,27,106,157,138,37,19,13,5,6,0,2011
"Udon Thani",0,1,1,0,6,2,0,1,2,13,4,6,2,0,0,1,0,2011
"Uthai Thani",0,0,1,2,2,0,3,2,15,23,22,15,9,3,4,0,0,2011
"Uttaradit",0,1,0,2,1,3,4,5,27,51,61,16,8,6,3,5,0,2011
"Yala",0,0,0,2,0,0,2,2,9,12,30,14,9,4,1,3,0,2011
"Yasothon",0,0,0,1,4,2,2,5,18,32,27,3,1,1,1,0,0,2011
