"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Phetchabun",0,4,2,4,8,8,7,13,47,108,130,63,31,21,2,7,0,2015
"Phetchaburi",0,9,3,7,13,19,24,28,96,237,348,183,118,54,31,8,0,2015
"Phichit",0,1,0,1,1,1,5,5,17,53,87,36,21,15,9,8,0,2015
"Phitsanulok",0,1,0,0,1,5,3,3,23,61,125,76,40,35,10,12,0,2015
"Phrae",0,0,0,0,0,0,1,3,8,31,79,23,17,11,11,3,0,2015
"Phuket",1,6,1,1,5,2,3,10,31,63,150,120,70,27,8,8,0,2015
"Prachin Buri",0,4,0,1,2,3,2,7,40,70,142,84,43,32,5,7,0,2015
"Prachuap Khiri Khan",0,5,3,2,6,4,15,17,39,96,148,99,46,13,13,7,0,2015
"Ranong",0,0,0,0,0,0,0,1,4,7,6,8,1,1,0,0,0,2015
"Ratchaburi",0,13,1,6,17,9,12,27,78,214,491,234,137,76,25,10,0,2015
"Rayong",0,11,5,14,8,16,17,19,88,212,471,434,262,113,55,31,0,2015
"Roi Et",0,4,2,3,5,7,11,12,66,204,301,84,43,14,14,6,0,2015
"Sa Kaeo",0,1,2,4,2,6,8,12,60,114,109,41,31,13,14,1,0,2015
"Sakon Nakhon",0,1,3,4,5,2,2,4,23,59,91,36,22,10,4,2,0,2015
"Samut Prakan",0,11,7,10,14,19,12,11,70,261,531,277,141,116,66,23,0,2015
"Samut Sakhon",0,11,3,4,11,12,9,15,46,116,193,124,54,46,19,8,0,2015
"Samut Songkhram",0,0,0,0,2,0,1,0,6,21,36,31,15,20,5,0,0,2015
"Saraburi",0,12,2,5,3,6,9,8,38,118,306,189,130,66,29,17,0,2015
"Satun",0,2,0,0,1,2,5,2,6,17,10,9,4,0,0,1,0,2015
"Si Sa Ket",0,13,3,8,7,10,19,21,96,210,267,105,60,37,22,13,0,2015
"Sing Buri",0,0,0,0,0,0,0,0,2,12,38,17,10,10,0,2,0,2015
"Songkhla",0,22,12,14,22,21,30,35,130,232,408,219,118,69,24,19,0,2015
"Sukhothai",0,2,1,1,2,5,5,6,30,68,62,19,12,8,6,2,0,2015
"Suphan Buri",0,2,5,4,4,5,15,10,51,96,225,129,75,46,22,11,0,2015
"Surat Thani",0,0,0,0,0,1,0,0,3,5,14,6,0,3,0,0,0,2015
"Surin",0,7,2,10,8,5,22,26,100,202,187,43,34,27,9,2,0,2015
"Tak",0,6,3,10,8,11,6,14,52,130,209,135,72,45,34,10,0,2015
"Trang",0,0,1,2,3,4,4,11,35,87,138,75,51,25,9,4,0,2015
"Trat",0,2,0,4,0,2,1,2,15,26,48,51,38,23,12,6,0,2015
"Ubon Ratchathani",0,24,3,17,24,24,31,34,190,447,561,239,169,88,49,22,0,2015
"Udon Thani",0,1,1,4,5,1,11,6,26,74,76,35,15,5,3,2,0,2015
"Uthai Thani",0,2,0,2,2,0,2,3,18,61,113,63,49,21,11,7,0,2015
"Uttaradit",0,0,0,0,0,0,0,0,2,7,16,5,5,3,1,0,0,2015
"Yala",0,1,1,0,1,2,0,0,9,14,25,13,8,4,1,0,0,2015
"Yasothon",0,0,1,0,1,3,2,7,30,88,159,44,23,15,8,5,0,2015
