"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Nakhon Nayok",0,1,0,1,1,1,1,0,8,19,32,23,14,6,7,5,0,2018
"Nakhon Pathom",0,7,4,1,7,3,12,16,48,184,443,232,152,60,40,30,0,2018
"Nakhon Phanom",0,1,0,1,1,1,0,1,9,12,23,10,5,0,1,0,0,2018
"Nakhon Ratchasima",2,14,1,8,10,21,30,29,136,327,359,116,66,33,30,16,0,2018
"Nakhon Sawan",0,6,5,4,10,8,13,5,50,146,226,130,64,41,30,15,0,2018
"Nakhon Si Thammarat",0,9,6,13,23,13,20,29,91,212,347,166,75,41,21,15,0,2018
"Nan",0,0,0,0,0,0,1,2,1,12,21,16,10,7,11,5,0,2018
"Narathiwat",0,3,2,7,10,10,18,13,37,57,102,70,40,27,11,12,0,2018
"Nong Bua Lam Phu",0,1,0,3,3,3,4,4,25,58,49,17,8,5,2,1,0,2018
"Nong Khai",0,0,0,0,0,3,2,2,9,9,17,6,5,3,2,1,0,2018
"Nonthaburi",0,3,4,6,12,7,17,14,67,184,384,189,136,68,53,23,0,2018
"P.Nakhon S.Ayutthaya",0,3,2,4,5,5,12,10,44,130,249,139,94,46,29,15,0,2018
"Pathum Thani",0,1,7,4,8,7,16,15,75,190,353,150,102,62,34,19,0,2018
"Pattani",0,12,6,10,11,9,14,20,35,66,77,46,21,12,9,8,0,2018
"Phangnga",0,4,4,1,1,3,4,4,23,46,59,39,22,19,13,11,0,2018
"Phatthalung",0,1,0,1,0,5,4,2,21,39,84,44,24,16,5,8,0,2018
"Phayao",0,0,0,0,0,0,1,0,1,3,10,19,11,8,9,11,0,2018
"Phetchabun",0,5,2,3,10,9,19,31,75,197,147,42,30,16,11,4,0,2018
"Phetchaburi",1,9,4,2,5,2,3,14,34,81,109,56,34,18,15,9,0,2018
"Phichit",0,2,2,3,3,3,5,9,28,83,127,80,51,32,12,9,0,2018
"Phitsanulok",0,0,0,1,4,3,4,5,15,51,125,52,38,24,15,3,0,2018
"Phrae",0,0,0,0,0,0,0,2,1,10,13,12,6,7,9,2,0,2018
"Phuket",1,3,3,5,5,3,2,11,31,58,156,119,55,27,13,6,0,2018
"Prachin Buri",0,1,0,0,1,2,2,2,12,14,33,16,12,11,6,3,0,2018
"Prachuap Khiri Khan",0,2,2,2,1,5,7,5,27,48,48,37,22,11,7,4,0,2018
"Ranong",0,0,0,1,2,0,1,2,6,10,12,5,4,1,1,0,0,2018
"Ratchaburi",0,3,2,1,3,4,0,4,32,91,201,116,54,27,18,8,0,2018
"Rayong",0,10,6,5,7,6,9,10,40,86,209,140,80,28,15,6,0,2018
"Roi Et",0,4,1,2,6,6,14,10,45,161,162,58,17,5,10,4,0,2018
"Sa Kaeo",0,2,3,0,1,2,4,3,18,31,32,12,10,5,6,1,0,2018
"Sakon Nakhon",0,0,1,2,1,3,3,9,7,35,36,15,7,7,0,2,0,2018
"Samut Prakan",0,4,4,5,7,4,11,12,38,117,226,97,52,30,23,17,0,2018
"Samut Sakhon",0,4,2,1,1,5,4,8,29,86,97,56,56,28,18,12,0,2018
"Samut Songkhram",0,0,1,0,1,1,0,3,3,17,25,3,5,0,1,0,0,2018
"Saraburi",0,4,1,2,0,7,5,5,20,53,81,36,16,11,3,3,0,2018
"Satun",0,1,0,0,3,4,2,2,4,13,9,3,3,1,0,0,0,2018
"Si Sa Ket",0,2,2,6,11,10,18,17,85,166,148,27,29,23,8,7,0,2018
"Sing Buri",0,0,0,0,0,0,0,0,0,4,3,4,1,0,0,0,0,2018
"Songkhla",0,22,17,20,29,33,22,45,113,203,226,109,50,35,25,16,0,2018
"Sukhothai",0,3,0,0,1,1,4,6,22,53,59,28,13,6,3,3,0,2018
"Suphan Buri",0,5,2,4,4,10,10,18,70,164,227,168,97,55,26,21,0,2018
"Surat Thani",0,2,0,1,2,0,1,3,5,13,17,9,10,1,1,1,0,2018
"Surin",0,10,6,4,10,23,17,39,116,175,158,47,36,22,12,13,0,2018
"Tak",0,4,1,3,3,3,5,6,23,65,126,68,50,32,20,5,0,2018
"Trang",0,3,0,2,4,6,7,7,27,78,139,64,45,14,18,9,0,2018
"Trat",0,0,1,0,1,0,1,4,9,19,23,16,11,3,1,5,0,2018
"Ubon Ratchathani",0,10,4,2,5,11,13,26,72,152,132,52,32,25,14,7,0,2018
"Udon Thani",0,1,0,3,2,2,2,4,26,47,52,32,12,9,2,3,0,2018
"Uthai Thani",0,1,1,0,2,2,6,4,25,51,71,39,19,7,5,4,0,2018
"Uttaradit",0,0,1,0,0,0,2,0,2,12,7,12,4,0,1,1,0,2018
"Yala",0,1,0,1,3,4,5,3,15,25,39,33,14,11,10,4,0,2018
"Yasothon",0,1,0,1,1,2,3,7,9,40,68,20,12,6,4,2,0,2018
