"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Nakhon Si Thammarat",0,5,13,13,21,20,28,25,99,245,342,139,64,28,19,8,0,2012
"Nan",0,0,0,0,0,0,0,1,0,13,25,7,8,4,1,2,0,2012
"Narathiwat",0,0,2,0,2,5,2,3,13,24,49,45,35,19,3,3,1,2012
"Nong Bua Lam Phu",0,3,0,2,2,2,2,3,25,51,39,3,4,2,2,0,0,2012
"Nong Khai",0,1,0,1,4,2,4,4,14,35,17,3,1,0,0,0,0,2012
"Nonthaburi",0,3,5,6,8,6,7,7,32,73,121,53,32,32,10,6,0,2012
"P.Nakhon S.Ayutthaya",0,3,2,4,2,7,6,8,40,74,178,62,33,18,11,7,5,2012
"Pathum Thani",0,0,1,2,3,2,4,9,29,36,70,26,15,6,4,3,0,2012
"Pattani",0,5,3,4,5,7,12,5,35,50,48,26,7,4,4,2,0,2012
"Phangnga",0,1,2,6,1,4,2,3,18,44,66,38,18,20,9,7,0,2012
"Phatthalung",1,8,1,3,3,1,3,2,7,40,47,17,9,12,0,1,159,2012
"Phayao",0,0,0,0,0,0,0,0,0,5,14,5,5,9,3,1,0,2012
"Phetchabun",0,3,5,8,4,10,10,18,46,90,70,38,13,8,7,4,0,2012
"Phetchaburi",0,1,4,3,4,3,6,3,25,33,49,22,13,6,6,1,0,2012
"Phichit",0,2,0,3,3,4,8,4,18,58,63,31,18,10,3,8,0,2012
"Phitsanulok",0,2,0,0,2,5,7,18,34,111,164,70,21,18,10,1,0,2012
"Phrae",0,3,0,1,2,0,2,0,8,19,53,22,13,12,5,2,15,2012
"Phuket",0,5,3,1,1,1,4,1,18,34,55,57,15,11,1,0,0,2012
"Prachin Buri",0,2,0,3,2,5,2,5,28,55,80,42,10,13,1,3,0,2012
"Prachuap Khiri Khan",0,41,0,2,2,5,3,3,16,32,34,27,12,1,1,1,16,2012
"Ranong",0,0,0,1,2,2,0,3,8,22,17,11,3,4,1,1,0,2012
"Ratchaburi",0,9,0,9,6,11,9,21,53,138,231,93,30,16,12,6,4,2012
"Rayong",0,15,8,19,21,22,31,36,113,199,309,189,100,34,16,7,0,2012
"Roi Et",0,7,2,4,6,13,9,19,78,277,266,56,25,11,7,4,0,2012
"Sa Kaeo",0,7,6,6,13,10,18,13,55,97,65,22,10,4,6,0,0,2012
"Sakon Nakhon",0,0,0,0,0,0,1,0,3,7,2,2,0,0,0,0,0,2012
"Samut Prakan",0,3,6,6,8,2,13,6,38,86,173,101,65,39,15,11,0,2012
"Samut Sakhon",1,6,4,2,5,9,19,12,45,119,212,119,62,32,13,9,0,2012
"Samut Songkhram",0,0,0,0,0,0,1,2,5,14,21,12,4,4,3,0,0,2012
"Saraburi",0,3,3,5,5,6,8,8,35,80,66,41,21,7,4,1,0,2012
"Satun",0,1,0,4,2,7,7,11,25,41,43,19,15,5,1,1,0,2012
"Si Sa Ket",1,2,2,9,3,11,14,11,37,124,138,22,13,13,8,2,0,2012
"Sing Buri",0,0,1,0,2,0,0,1,3,6,8,1,1,0,3,0,0,2012
"Songkhla",0,27,8,23,51,46,52,52,208,321,488,214,104,64,24,14,5,2012
"Sukhothai",0,2,2,0,2,2,8,5,19,57,62,25,8,7,1,1,0,2012
"Suphan Buri",0,4,2,4,4,8,5,9,31,69,114,70,22,16,10,3,0,2012
"Surat Thani",0,1,0,3,3,0,4,2,9,23,30,22,2,1,0,2,0,2012
"Surin",0,4,7,10,22,20,23,26,117,216,137,47,13,11,6,1,0,2012
"Tak",0,1,2,4,6,9,4,6,27,47,72,38,16,9,5,1,0,2012
"Trang",0,10,2,6,7,6,6,10,44,149,161,97,44,23,9,6,4,2012
"Trat",0,4,2,1,1,3,0,3,10,23,40,24,16,4,3,0,0,2012
"Ubon Ratchathani",0,5,2,2,8,7,18,16,74,147,108,37,22,10,7,2,0,2012
"Udon Thani",0,1,2,3,4,5,13,12,59,127,105,36,10,3,6,3,0,2012
"Uthai Thani",1,2,0,3,0,5,2,5,29,39,89,44,26,11,12,2,0,2012
"Uttaradit",0,0,0,0,2,0,0,3,6,30,50,17,10,3,5,0,0,2012
"Yala",0,0,0,1,0,0,2,1,7,12,14,20,10,6,3,0,0,2012
"Yasothon",0,1,0,3,1,2,1,9,26,54,55,12,2,2,0,0,0,2012
