"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Nakhon Pathom",0,2,3,0,1,1,4,3,11,34,97,46,27,14,18,15,0,2020
"Nakhon Phanom",0,2,1,0,0,1,0,1,3,21,28,8,2,4,0,1,0,2020
"Nakhon Ratchasima",0,20,13,13,8,17,22,41,163,425,586,217,124,63,41,40,0,2020
"Nakhon Sawan",0,2,1,1,1,1,3,0,29,46,75,56,27,15,9,8,0,2020
"Nakhon Si Thammarat",0,2,1,4,7,1,4,4,14,43,36,23,4,6,3,3,0,2020
"Nan",0,0,1,0,0,1,0,0,4,10,11,14,8,8,9,4,0,2020
"Narathiwat",0,4,2,3,4,1,6,10,31,44,100,85,54,43,19,18,0,2020
"Nong Bua Lam Phu",0,1,1,2,1,0,4,1,5,49,45,14,9,5,2,3,0,2020
"Nong Khai",0,0,0,0,1,1,0,2,10,31,31,17,0,6,2,2,0,2020
"Nonthaburi",0,2,1,1,4,2,4,4,10,40,106,57,32,26,22,11,0,2020
"P.Nakhon S.Ayutthaya",0,3,2,2,2,2,2,9,19,37,86,54,19,22,11,15,0,2020
"Pathum Thani",0,0,0,0,0,2,2,2,7,35,45,27,14,9,7,7,0,2020
"Pattani",0,4,4,6,9,11,16,9,45,64,87,43,15,10,6,7,0,2020
"Phangnga",0,0,0,1,0,0,0,1,2,3,3,4,3,1,2,0,0,2020
"Phatthalung",0,2,1,0,0,2,2,5,10,22,62,28,19,14,3,5,0,2020
"Phayao",0,0,0,0,1,0,0,0,1,1,11,10,5,10,6,6,0,2020
"Phetchabun",0,8,8,3,7,7,10,13,85,170,206,78,43,24,24,9,0,2020
"Phetchaburi",0,2,1,0,0,0,2,0,4,17,40,17,8,7,4,5,0,2020
"Phichit",0,1,2,1,0,3,0,3,3,23,29,16,10,12,6,5,0,2020
"Phitsanulok",0,2,0,0,1,0,1,2,7,37,71,49,23,12,9,2,0,2020
"Phrae",0,0,0,0,0,0,0,0,1,4,10,6,7,4,4,5,0,2020
"Phuket",0,1,0,1,0,0,0,1,5,9,17,19,9,6,5,2,0,2020
"Prachin Buri",0,2,1,0,2,0,2,0,2,10,18,21,12,2,3,2,0,2020
"Prachuap Khiri Khan",0,3,0,0,0,1,3,1,10,24,41,21,6,8,4,2,0,2020
"Ranong",0,0,0,0,0,0,0,0,0,4,4,3,6,2,0,1,0,2020
"Ratchaburi",0,7,4,0,2,3,4,7,22,83,122,62,39,25,12,8,0,2020
"Rayong",0,2,2,5,9,6,2,14,53,107,196,145,97,38,26,16,0,2020
"Roi Et",0,5,3,3,2,3,6,18,51,166,245,95,34,22,12,9,0,2020
"Sa Kaeo",0,2,1,0,2,0,4,3,11,51,29,17,6,6,1,0,0,2020
"Sakon Nakhon",0,2,1,3,1,1,6,5,19,46,42,19,9,10,4,9,0,2020
"Samut Prakan",0,6,3,1,1,4,3,4,15,47,73,32,18,18,17,11,0,2020
"Samut Sakhon",0,2,3,0,1,0,2,4,16,28,51,39,24,10,10,4,0,2020
"Samut Songkhram",0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,0,2020
"Saraburi",0,0,3,0,1,0,3,3,16,56,97,53,37,18,17,6,0,2020
"Satun",0,1,0,0,0,0,2,4,1,7,7,1,1,1,0,0,0,2020
"Si Sa Ket",0,5,1,0,1,2,6,4,19,61,63,28,13,7,9,4,0,2020
"Sing Buri",0,0,0,0,0,0,0,0,5,17,12,11,6,1,4,0,0,2020
"Songkhla",0,7,7,4,7,6,17,12,65,126,178,90,44,27,13,7,0,2020
"Sukhothai",0,2,2,1,0,1,0,3,10,38,42,21,9,6,7,3,0,2020
"Suphan Buri",0,2,3,2,2,4,4,3,18,47,90,55,48,26,12,11,0,2020
"Surat Thani",0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,1,0,2020
"Surin",0,5,4,3,4,7,14,15,90,212,175,64,36,22,11,5,0,2020
"Tak",0,1,1,0,4,6,1,3,12,35,66,38,19,19,15,11,0,2020
"Trang",0,5,2,0,3,4,1,9,24,67,133,55,46,23,11,8,0,2020
"Trat",0,0,1,0,0,0,0,0,1,8,8,5,1,0,0,1,0,2020
"Ubon Ratchathani",0,2,5,0,4,1,5,7,33,81,125,50,33,18,11,15,0,2020
"Udon Thani",0,0,2,0,1,4,2,3,27,61,95,45,13,8,9,5,0,2020
"Uthai Thani",0,0,1,1,1,1,0,1,4,11,17,12,6,1,1,3,0,2020
"Uttaradit",0,0,0,0,0,0,1,0,2,7,11,6,3,0,4,0,0,2020
"Yala",0,0,0,1,2,1,5,3,11,26,47,30,16,8,5,2,0,2020
"Yasothon",0,1,0,1,0,2,2,3,11,21,36,14,5,6,3,3,0,2020
