"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Nakhon Pathom",0,5,2,1,2,7,11,8,39,102,293,157,105,51,39,31,0,2019
"Nakhon Phanom",0,2,0,1,1,5,4,3,34,81,87,36,29,30,8,8,0,2019
"Nakhon Ratchasima",1,37,7,12,19,39,41,58,251,572,795,277,163,97,74,44,0,2019
"Nakhon Sawan",0,2,2,5,6,5,5,8,25,71,111,52,22,14,15,12,0,2019
"Nakhon Si Thammarat",0,8,9,5,9,15,21,17,117,245,345,127,91,54,23,18,0,2019
"Nan",0,0,0,0,0,0,1,0,3,7,12,18,8,13,11,8,0,2019
"Narathiwat",0,9,8,9,10,36,28,26,105,201,397,275,146,92,58,41,0,2019
"Nong Bua Lam Phu",0,1,1,1,3,0,3,5,22,53,64,16,12,5,0,1,0,2019
"Nong Khai",0,1,0,0,1,3,6,5,28,67,43,24,13,6,5,3,0,2019
"Nonthaburi",0,3,7,2,6,7,10,6,27,89,204,149,82,53,50,30,0,2019
"P.Nakhon S.Ayutthaya",0,2,2,2,2,3,6,3,28,58,117,56,33,24,7,13,0,2019
"Pathum Thani",0,1,0,2,1,2,3,4,12,39,89,57,36,10,12,5,0,2019
"Pattani",0,11,8,5,12,20,28,31,88,156,143,71,34,30,13,14,0,2019
"Phangnga",0,0,0,0,2,0,0,0,10,16,16,12,10,6,3,6,0,2019
"Phatthalung",0,1,1,0,4,10,7,7,27,98,147,69,41,32,18,9,0,2019
"Phayao",0,0,0,0,1,0,2,0,1,4,22,14,14,10,20,5,0,2019
"Phetchabun",0,14,12,18,22,28,24,69,233,496,411,104,61,31,17,6,0,2019
"Phetchaburi",0,3,1,1,6,3,5,14,27,56,90,52,19,19,7,10,0,2019
"Phichit",0,0,0,0,1,3,1,1,13,16,27,21,12,7,3,2,0,2019
"Phitsanulok",0,1,0,2,0,1,1,4,10,27,57,43,17,15,11,9,0,2019
"Phrae",0,0,0,0,0,0,1,0,1,6,13,19,10,4,5,2,0,2019
"Phuket",0,6,4,2,3,1,1,6,26,34,72,85,50,22,10,5,0,2019
"Prachin Buri",0,7,1,3,4,1,3,12,46,103,132,77,34,26,11,5,0,2019
"Prachuap Khiri Khan",0,2,1,1,3,3,2,5,18,58,94,43,26,11,8,8,0,2019
"Ranong",0,0,0,0,0,1,0,0,1,2,3,4,2,3,0,0,0,2019
"Ratchaburi",0,5,3,3,5,5,1,15,50,117,189,116,35,34,13,12,0,2019
"Rayong",0,4,5,5,11,4,10,7,49,140,238,213,126,52,25,15,0,2019
"Roi Et",0,8,9,8,8,19,20,29,159,459,547,178,78,49,19,18,0,2019
"Sa Kaeo",0,8,3,2,4,12,8,14,57,145,107,42,17,7,8,1,0,2019
"Sakon Nakhon",0,2,2,2,4,4,5,9,43,115,154,78,36,23,17,13,0,2019
"Samut Prakan",0,5,4,2,4,4,1,14,40,72,146,82,58,34,34,23,0,2019
"Samut Sakhon",0,6,2,3,2,1,2,7,20,51,79,46,41,29,25,11,0,2019
"Samut Songkhram",0,0,0,0,0,0,1,1,4,9,18,11,5,5,5,2,0,2019
"Saraburi",0,4,6,1,1,10,3,11,30,102,108,55,28,15,13,3,0,2019
"Satun",0,0,0,2,3,0,2,4,10,17,29,9,5,0,0,1,0,2019
"Si Sa Ket",0,5,3,5,6,12,13,16,81,173,161,54,19,20,11,6,0,2019
"Sing Buri",0,0,1,0,1,1,0,1,3,14,17,4,3,1,1,1,0,2019
"Songkhla",0,30,14,22,18,27,40,42,155,288,359,168,95,55,35,19,0,2019
"Sukhothai",0,3,0,3,3,4,2,7,17,57,66,38,21,14,8,4,0,2019
"Suphan Buri",0,4,2,1,1,7,13,8,23,63,103,70,27,22,12,14,0,2019
"Surat Thani",0,0,0,1,0,1,1,1,1,6,13,6,2,1,0,0,0,2019
"Surin",0,9,6,5,9,21,34,30,192,332,274,89,42,29,21,13,0,2019
"Tak",0,5,2,3,5,6,3,5,26,54,99,77,45,33,21,10,0,2019
"Trang",0,0,2,1,2,4,7,8,26,62,139,66,43,23,12,9,0,2019
"Trat",0,0,0,1,0,3,2,3,15,21,32,27,15,8,4,2,0,2019
"Ubon Ratchathani",0,24,4,8,15,32,25,30,158,371,414,149,70,68,48,28,0,2019
"Udon Thani",0,3,3,1,4,2,5,11,55,94,125,63,33,18,16,4,0,2019
"Uthai Thani",0,2,2,1,0,4,4,6,27,69,90,48,27,11,15,3,0,2019
"Uttaradit",0,0,0,0,0,0,0,0,4,8,15,13,4,1,1,2,0,2019
"Yala",0,4,2,3,5,8,15,19,60,82,149,98,37,21,10,8,0,2019
"Yasothon",0,3,1,1,0,5,7,15,36,90,114,23,16,6,10,11,0,2019
